Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model,Car Age,Price Range,Mileage Range
626,Toyota,2008,2.2,Petrol,Automatic,223098.0,Used,58695.12,Prius,18,Upper Mid,Very High
627,Toyota,2022,2.7,Diesel,Automatic,4791.0,Like New,43349.53,Camry,4,Mid,Low
628,Honda,2017,1.2,Diesel,Automatic,131401.0,Like New,42640.91,Fit,9,Mid,High
629,Ford,2009,5.8,Hybrid,Automatic,205459.0,Used,23370.97,Explorer,17,Budget,Very High
630,BMW,2020,4.3,Petrol,Automatic,61032.0,Used,56022.56,X5,6,Upper Mid,Medium
631,Audi,2003,0.0,Electric,Automatic,175150.0,Used,85693.4,A4,23,Premium,High
632,Audi,2011,2.3,Petrol,Manual,21300.0,Used,9701.08,Q7,15,Budget,Low
634,Tesla,2017,0.0,Electric,Automatic,191634.0,Used,68219.93,Model 3,9,Upper Mid,High
635,Mercedes,2021,2.6,Petrol,Automatic,90045.0,Used,63590.12,GLA,5,Upper Mid,Medium
636,Honda,2012,5.2,Petrol,Manual,267847.0,Used,64460.52,Civic,14,Upper Mid,Very High
637,Audi,2020,5.7,Diesel,Manual,223717.0,Used,33145.63,Q7,6,Mid,Very High
638,Ford,2015,5.4,Diesel,Manual,219162.0,Used,44438.73,Focus,11,Mid,Very High
639,Honda,2001,4.7,Petrol,Manual,27676.0,Used,80932.55,Civic,25,Premium,Low
640,Ford,2010,2.4,Diesel,Manual,220412.0,Used,34106.2,Focus,16,Mid,Very High
641,Tesla,2015,0.0,Electric,Automatic,176512.0,Used,49651.92,Model X,11,Mid,High
642,Toyota,2014,5.8,Diesel,Manual,167995.0,Used,6865.07,Corolla,12,Budget,High
643,Honda,2016,1.1,Diesel,Manual,291946.0,Used,74688.04,CR-V,10,Upper Mid,Very High
645,Honda,2017,4.5,Hybrid,Manual,68147.0,Used,54909.08,Accord,9,Upper Mid,Medium
646,Honda,2022,4.1,Diesel,Manual,22075.0,Used,15895.49,Civic,4,Budget,Low
647,Honda,2008,0.0,Electric,Automatic,205788.0,Used,99212.85,Accord,18,Premium,Very High
648,Mercedes,2007,2.6,Petrol,Manual,9304.0,Used,33734.44,GLA,19,Mid,Low
649,Honda,2013,2.7,Hybrid,Automatic,129851.0,Like New,65324.02,Civic,13,Upper Mid,High
650,Ford,2017,1.4,Hybrid,Manual,59622.0,Like New,60217.45,Fiesta,9,Upper Mid,Medium
651,Toyota,2021,3.2,Diesel,Automatic,108654.0,Used,79583.76,Camry,5,Premium,High
652,Tesla,2019,0.0,Electric,Automatic,249109.0,Used,32914.51,Model S,7,Mid,Very High
653,BMW,2019,0.0,Electric,Automatic,286172.0,Used,76813.1,X3,7,Premium,Very High
654,Honda,2020,5.2,Diesel,Manual,39328.0,Used,41337.66,CR-V,6,Mid,Low
655,Audi,2011,5.7,Petrol,Manual,289445.0,Used,44060.29,Q5,15,Mid,Very High
656,Honda,2018,1.9,Diesel,Manual,218348.0,Used,68907.69,Accord,8,Upper Mid,Very High
657,Audi,2013,2.9,Diesel,Automatic,36845.0,Like New,79507.15,A3,13,Premium,Low
658,Ford,2016,5.6,Diesel,Automatic,76394.0,Like New,68352.33,Explorer,10,Upper Mid,Medium
659,Audi,2023,1.3,Diesel,Automatic,175231.0,Used,90488.55,Q7,3,Premium,High
660,BMW,2020,1.5,Diesel,Automatic,80722.0,Like New,32090.11,3 Series,6,Mid,Medium
661,Toyota,2002,1.8,Diesel,Manual,287374.0,Used,90558.59,Corolla,24,Premium,Very High
662,Audi,2022,4.0,Diesel,Manual,92554.0,Used,17432.03,A4,4,Budget,Medium
663,Audi,2006,0.0,Electric,Automatic,49262.0,Used,67655.38,A4,20,Upper Mid,Low
664,Toyota,2016,5.8,Hybrid,Automatic,41722.0,Used,57024.91,Corolla,10,Upper Mid,Low
665,BMW,2011,0.0,Electric,Automatic,171231.0,Used,51990.41,X5,15,Upper Mid,High
666,Honda,2008,3.5,Diesel,Manual,240740.0,Used,34536.64,Civic,18,Mid,Very High
667,Audi,2014,2.2,Diesel,Manual,87052.0,Like New,52854.61,A3,12,Upper Mid,Medium
668,Toyota,2017,0.0,Electric,Automatic,100808.0,Used,20368.47,Camry,9,Budget,High
670,Toyota,2012,4.8,Hybrid,Manual,262128.0,Used,14374.69,Camry,14,Budget,Very High
672,BMW,2007,3.9,Hybrid,Automatic,246052.0,Used,14097.95,X5,19,Budget,Very High
673,Honda,2013,5.5,Diesel,Automatic,104697.0,Used,20232.74,Fit,13,Budget,High
674,Toyota,2007,5.1,Petrol,Manual,231572.0,Used,13119.35,RAV4,19,Budget,Very High
675,Tesla,2015,0.0,Electric,Automatic,232842.0,Used,41224.51,Model X,11,Mid,Very High
676,Tesla,2020,0.0,Electric,Automatic,96299.0,Used,84986.05,Model Y,6,Premium,Medium
677,Mercedes,2022,1.0,Petrol,Manual,165746.0,Used,91155.16,GLC,4,Premium,High
678,Audi,2011,2.1,Diesel,Automatic,149177.0,Used,11829.5,A3,15,Budget,High
679,BMW,2010,4.3,Petrol,Manual,160811.0,Used,65282.26,X5,16,Upper Mid,High
680,Toyota,2021,0.0,Electric,Automatic,163041.0,Used,70016.62,Prius,5,Upper Mid,High
681,Tesla,2021,0.0,Electric,Automatic,14497.0,Like New,55708.14,Model X,5,Upper Mid,Low
682,Audi,2010,5.4,Petrol,Manual,254204.0,Used,68363.56,Q5,16,Upper Mid,Very High
683,Tesla,2021,0.0,Electric,Automatic,257471.0,Used,27200.62,Model Y,5,Mid,Very High
684,Toyota,2012,5.5,Hybrid,Automatic,92019.0,Used,51516.2,RAV4,14,Upper Mid,Medium
685,Ford,2017,2.6,Diesel,Automatic,190326.0,Used,42133.21,Explorer,9,Mid,High
686,Toyota,2001,4.5,Petrol,Automatic,109017.0,Like New,13522.26,Prius,25,Budget,High
687,Mercedes,2020,2.4,Petrol,Automatic,218220.0,Used,64427.86,C-Class,6,Upper Mid,Very High
688,Toyota,2014,2.0,Diesel,Automatic,105153.0,Used,52045.44,Corolla,12,Upper Mid,High
689,Toyota,2019,0.0,Electric,Automatic,33826.0,Used,31141.53,RAV4,7,Mid,Low
690,Mercedes,2017,2.7,Diesel,Manual,110034.0,Used,50000.1,C-Class,9,Upper Mid,High
691,BMW,2014,3.1,Diesel,Manual,84242.0,Like New,78653.31,5 Series,12,Premium,Medium
692,Toyota,2018,0.0,Electric,Automatic,50100.0,Used,81157.49,RAV4,8,Premium,Medium
693,Mercedes,2022,1.6,Diesel,Manual,221171.0,Used,66704.98,GLC,4,Upper Mid,Very High
694,Audi,2023,0.0,Electric,Automatic,12809.0,Like New,49436.04,Q5,3,Mid,Low
695,Ford,2011,0.0,Electric,Automatic,64450.0,Used,59696.22,Explorer,15,Upper Mid,Medium
696,Ford,2012,2.4,Diesel,Manual,111126.0,Used,41576.46,Focus,14,Mid,High
697,Toyota,2021,3.5,Hybrid,Automatic,264237.0,Used,17022.85,RAV4,5,Budget,Very High
698,BMW,2010,0.0,Electric,Automatic,44498.0,Like New,41633.96,X5,16,Mid,Low
699,BMW,2004,4.0,Diesel,Automatic,116251.0,Like New,55381.61,X3,22,Upper Mid,High
700,Audi,2000,0.0,Electric,Automatic,40985.0,Used,61889.23,Q7,26,Upper Mid,Low
701,Toyota,2023,1.8,Hybrid,Automatic,294153.0,Used,93901.09,Corolla,3,Premium,Very High
702,Ford,2002,1.6,Hybrid,Automatic,17718.0,Like New,78846.68,Fiesta,24,Premium,Low
703,BMW,2021,3.7,Petrol,Automatic,278849.0,Used,19439.29,X3,5,Budget,Very High
704,Toyota,2018,0.0,Electric,Automatic,62598.0,Used,21547.31,Prius,8,Budget,Medium
705,Tesla,2022,0.0,Electric,Automatic,274383.0,Used,14547.0,Model 3,4,Budget,Very High
706,BMW,2006,4.7,Diesel,Manual,46665.0,Like New,75127.26,3 Series,20,Premium,Low
707,Mercedes,2011,0.0,Electric,Automatic,294418.0,Used,72081.62,C-Class,15,Upper Mid,Very High
709,BMW,2004,5.1,Hybrid,Manual,161938.0,Used,54592.22,X5,22,Upper Mid,High
710,Ford,2014,3.8,Hybrid,Manual,153060.0,Used,83509.42,Focus,12,Premium,High
711,Honda,2007,4.3,Petrol,Manual,221516.0,Used,59761.79,CR-V,19,Upper Mid,Very High
712,Tesla,2020,0.0,Electric,Automatic,136746.0,Used,88038.24,Model Y,6,Premium,High
713,Audi,2015,0.0,Electric,Automatic,201610.0,Used,73497.0,A4,11,Upper Mid,Very High
714,Audi,2007,2.6,Petrol,Automatic,66446.0,Used,66073.98,A3,19,Upper Mid,Medium
715,Ford,2000,1.1,Diesel,Automatic,29072.0,Used,58686.65,Mustang,26,Upper Mid,Low
716,BMW,2011,5.1,Hybrid,Manual,33717.0,Used,73682.2,3 Series,15,Upper Mid,Low
717,Toyota,2004,5.0,Petrol,Automatic,218417.0,Used,44867.12,Prius,22,Mid,Very High
718,BMW,2002,1.5,Petrol,Automatic,157723.0,Used,14174.78,X3,24,Budget,High
719,Ford,2000,0.0,Electric,Automatic,109525.0,Like New,8798.68,Focus,26,Budget,High
721,BMW,2007,0.0,Electric,Automatic,4646.0,Used,61932.7,3 Series,19,Upper Mid,Low
722,Audi,2002,5.9,Petrol,Automatic,175403.0,Used,12490.66,A3,24,Budget,High
723,Tesla,2012,0.0,Electric,Automatic,284329.0,Used,32255.84,Model S,14,Mid,Very High
724,Toyota,2001,1.3,Hybrid,Manual,229728.0,Used,35593.06,Corolla,25,Mid,Very High
725,Tesla,2020,0.0,Electric,Automatic,52107.0,Used,58465.58,Model Y,6,Upper Mid,Medium
726,Audi,2009,4.7,Petrol,Automatic,244865.0,Used,31455.83,Q5,17,Mid,Very High
727,Audi,2020,1.2,Diesel,Automatic,279707.0,Used,14086.62,A3,6,Budget,Very High
728,Honda,2013,4.3,Petrol,Manual,70729.0,Like New,20661.39,Accord,13,Budget,Medium
729,Honda,2006,3.7,Petrol,Manual,277845.0,Used,21525.04,Civic,20,Budget,Very High
730,Tesla,2012,0.0,Electric,Automatic,200144.0,Used,85056.02,Model S,14,Premium,Very High
731,Mercedes,2008,1.9,Hybrid,Manual,215494.0,Used,32010.37,GLC,18,Mid,Very High
732,Tesla,2015,0.0,Electric,Automatic,252615.0,Used,72895.71,Model X,11,Upper Mid,Very High
733,Honda,2012,0.0,Electric,Automatic,128331.0,Like New,58944.68,Fit,14,Upper Mid,High
734,Audi,2008,5.7,Diesel,Manual,160482.0,Used,97818.68,A4,18,Premium,High
735,Ford,2019,5.1,Hybrid,Manual,99280.0,Like New,30918.15,Fiesta,7,Mid,Medium
736,Tesla,2012,0.0,Electric,Automatic,189787.0,Used,20045.44,Model S,14,Budget,High
737,Audi,2021,0.0,Electric,Automatic,38665.0,Used,9943.59,A3,5,Budget,Low
738,Ford,2009,5.8,Diesel,Automatic,278101.0,Used,27891.17,Explorer,17,Mid,Very High
739,Ford,2021,3.2,Diesel,Manual,259285.0,Used,69986.73,Focus,5,Upper Mid,Very High
740,Honda,2011,2.7,Petrol,Manual,163947.0,Used,13099.53,CR-V,15,Budget,High
741,Tesla,2017,0.0,Electric,Automatic,113828.0,Used,28246.68,Model 3,9,Mid,High
742,BMW,2013,1.3,Hybrid,Automatic,132698.0,Used,86254.29,3 Series,13,Premium,High
744,Honda,2001,0.0,Electric,Automatic,194894.0,Used,11604.55,Fit,25,Budget,High
745,Honda,2020,2.1,Hybrid,Manual,203485.0,Used,9529.9,Civic,6,Budget,Very High
746,BMW,2019,0.0,Electric,Automatic,164714.0,Used,10806.67,X5,7,Budget,High
747,Toyota,2010,2.3,Diesel,Manual,32356.0,Like New,94478.13,Prius,16,Premium,Low
748,Audi,2015,3.9,Petrol,Automatic,265953.0,Used,85737.79,Q5,11,Premium,Very High
749,Mercedes,2018,0.0,Electric,Automatic,297019.0,Used,85269.3,C-Class,8,Premium,Very High
750,Tesla,2022,0.0,Electric,Automatic,241121.0,Used,92800.59,Model 3,4,Premium,Very High
751,Mercedes,2005,5.1,Diesel,Manual,271609.0,Used,52999.26,C-Class,21,Upper Mid,Very High
752,Audi,2023,3.4,Petrol,Automatic,197167.0,Used,28497.74,Q7,3,Mid,High
753,Honda,2018,2.8,Hybrid,Manual,196322.0,Used,43128.06,Fit,8,Mid,High
754,Toyota,2004,2.8,Hybrid,Manual,15250.0,Used,73292.09,Prius,22,Upper Mid,Low
755,Honda,2003,5.0,Hybrid,Manual,46023.0,Used,88223.12,Accord,23,Premium,Low
756,Ford,2014,0.0,Electric,Automatic,101350.0,Like New,46333.64,Fiesta,12,Mid,High
758,Honda,2019,1.4,Hybrid,Manual,16427.0,Like New,93519.38,Accord,7,Premium,Low
759,Audi,2009,0.0,Electric,Automatic,210084.0,Used,15212.37,A3,17,Budget,Very High
760,Audi,2023,3.4,Diesel,Manual,134511.0,Used,86918.43,A4,3,Premium,High
761,Audi,2021,5.2,Diesel,Automatic,218403.0,Used,20134.21,A3,5,Budget,Very High
762,Mercedes,2002,0.0,Electric,Automatic,78672.0,Used,50966.83,E-Class,24,Upper Mid,Medium
763,Ford,2004,0.0,Electric,Automatic,17300.0,Used,25750.2,Mustang,22,Mid,Low
764,Audi,2005,5.0,Hybrid,Manual,19659.0,Used,62280.02,A3,21,Upper Mid,Low
766,Mercedes,2021,2.9,Petrol,Manual,245259.0,Used,41100.7,GLC,5,Mid,Very High
767,BMW,2007,0.0,Electric,Automatic,10360.0,Used,87013.83,X3,19,Premium,Low
768,Toyota,2006,2.5,Diesel,Manual,283568.0,Used,67682.27,Camry,20,Upper Mid,Very High
769,Tesla,2020,0.0,Electric,Automatic,98035.0,Used,73514.49,Model Y,6,Upper Mid,Medium
770,Tesla,2015,0.0,Electric,Automatic,48791.0,Used,19312.68,Model X,11,Budget,Low
771,Toyota,2005,5.7,Petrol,Automatic,199867.0,Used,88900.74,RAV4,21,Premium,High
772,Audi,2013,4.4,Hybrid,Manual,274444.0,Used,20868.82,Q5,13,Budget,Very High
774,BMW,2012,1.2,Petrol,Manual,200903.0,Used,17165.24,3 Series,14,Budget,Very High
775,Mercedes,2019,0.0,Electric,Automatic,27209.0,Used,46834.12,GLC,7,Mid,Low
776,BMW,2016,3.0,Diesel,Manual,283071.0,Used,89332.38,5 Series,10,Premium,Very High
777,Tesla,2022,0.0,Electric,Automatic,34579.0,Used,28982.51,Model 3,4,Mid,Low
778,Ford,2006,4.3,Diesel,Manual,271176.0,Used,40506.57,Mustang,20,Mid,Very High
779,Audi,2003,5.9,Petrol,Manual,93254.0,Used,85376.31,A3,23,Premium,Medium
780,BMW,2013,3.8,Diesel,Manual,113528.0,Used,63692.45,3 Series,13,Upper Mid,High
781,Mercedes,2002,0.0,Electric,Automatic,223274.0,Used,76403.56,GLA,24,Premium,Very High
782,Tesla,2023,0.0,Electric,Automatic,238292.0,Used,25330.0,Model X,3,Mid,Very High
783,Ford,2004,3.1,Petrol,Automatic,181026.0,Used,73066.54,Focus,22,Upper Mid,High
784,Honda,2015,1.6,Petrol,Manual,248342.0,Used,26623.0,CR-V,11,Mid,Very High
785,Honda,2022,4.1,Petrol,Automatic,219437.0,Used,98794.83,CR-V,4,Premium,Very High
786,Ford,2019,0.0,Electric,Automatic,278076.0,Used,58189.18,Fiesta,7,Upper Mid,Very High
787,Tesla,2017,0.0,Electric,Automatic,287858.0,Used,71085.73,Model 3,9,Upper Mid,Very High
788,Mercedes,2023,0.0,Electric,Automatic,57803.0,Used,16248.15,E-Class,3,Budget,Medium
789,Ford,2023,2.8,Diesel,Automatic,133624.0,Used,28812.32,Mustang,3,Mid,High
790,Audi,2001,0.0,Electric,Automatic,56627.0,Used,18275.36,A3,25,Budget,Medium
792,Honda,2018,5.2,Hybrid,Automatic,45380.0,Used,31992.91,Fit,8,Mid,Low
793,BMW,2018,5.1,Hybrid,Automatic,160322.0,Used,74627.61,5 Series,8,Upper Mid,High
794,Mercedes,2016,4.1,Hybrid,Manual,199416.0,Used,15327.35,E-Class,10,Budget,High
795,Honda,2013,2.9,Petrol,Automatic,146367.0,Used,76445.64,Fit,13,Premium,High
796,BMW,2018,2.3,Petrol,Manual,272667.0,Used,9341.96,X3,8,Budget,Very High
797,BMW,2021,0.0,Electric,Automatic,259125.0,Used,24191.69,X3,5,Budget,Very High
798,Audi,2023,0.0,Electric,Automatic,13769.0,Like New,80236.67,A4,3,Premium,Low
799,Tesla,2015,0.0,Electric,Automatic,112035.0,Like New,75563.78,Model X,11,Premium,High
800,Toyota,2011,4.4,Diesel,Manual,175717.0,Used,50250.98,Camry,15,Upper Mid,High
801,Tesla,2020,0.0,Electric,Automatic,221815.0,Used,9748.36,Model Y,6,Budget,Very High
804,Audi,2018,0.0,Electric,Automatic,234799.0,Used,35070.17,Q7,8,Mid,Very High
805,BMW,2015,1.8,Hybrid,Manual,168157.0,Used,65839.01,5 Series,11,Upper Mid,High
806,Mercedes,2012,5.1,Diesel,Manual,144542.0,Used,46478.38,GLA,14,Mid,High
807,Toyota,2003,1.2,Hybrid,Automatic,118643.0,Used,13780.0,Corolla,23,Budget,High
809,BMW,2016,1.8,Diesel,Manual,137877.0,Used,78956.84,3 Series,10,Premium,High
810,Toyota,2022,0.0,Electric,Automatic,213396.0,Used,10355.93,Prius,4,Budget,Very High
811,Toyota,2000,3.8,Diesel,Manual,225956.0,Used,54881.07,Prius,26,Upper Mid,Very High
812,Toyota,2017,2.2,Petrol,Automatic,181844.0,Used,12920.87,Corolla,9,Budget,High
813,Mercedes,2019,3.5,Petrol,Automatic,101422.0,Like New,84542.54,GLA,7,Premium,High
814,Audi,2016,4.7,Petrol,Automatic,268774.0,Used,63236.33,Q7,10,Upper Mid,Very High
815,Mercedes,2014,0.0,Electric,Automatic,277845.0,Used,21382.67,C-Class,12,Budget,Very High
816,Honda,2010,2.1,Petrol,Manual,145931.0,Used,6970.43,CR-V,16,Budget,High
817,BMW,2021,0.0,Electric,Automatic,117556.0,Used,8000.2,5 Series,5,Budget,High
818,Audi,2012,0.0,Electric,Automatic,228495.0,Used,53199.72,Q7,14,Upper Mid,Very High
819,Audi,2000,5.6,Petrol,Automatic,254809.0,Used,74765.48,Q7,26,Upper Mid,Very High
821,Tesla,2012,0.0,Electric,Automatic,15021.0,Like New,26021.99,Model S,14,Mid,Low
822,Audi,2003,0.0,Electric,Automatic,200935.0,Used,36089.69,Q5,23,Mid,Very High
823,Mercedes,2019,4.8,Petrol,Automatic,204222.0,Used,25717.29,GLA,7,Mid,Very High
824,Audi,2015,0.0,Electric,Automatic,64361.0,Used,42176.97,Q7,11,Mid,Medium
825,Ford,2014,4.4,Diesel,Automatic,272499.0,Used,58163.43,Explorer,12,Upper Mid,Very High
826,BMW,2014,3.1,Diesel,Manual,98841.0,Like New,70068.99,5 Series,12,Upper Mid,Medium
827,Audi,2005,4.7,Petrol,Manual,180076.0,Used,96558.64,A3,21,Premium,High
828,BMW,2014,0.0,Electric,Automatic,246300.0,Used,93430.15,5 Series,12,Premium,Very High
829,Ford,2013,1.7,Hybrid,Automatic,160786.0,Used,59162.06,Explorer,13,Upper Mid,High
830,Ford,2010,5.2,Hybrid,Automatic,17198.0,Like New,74744.26,Explorer,16,Upper Mid,Low
831,BMW,2006,0.0,Electric,Automatic,258466.0,Used,95332.86,X3,20,Premium,Very High
832,Toyota,2008,0.0,Electric,Automatic,18740.0,Used,12929.83,Corolla,18,Budget,Low
833,Honda,2015,0.0,Electric,Automatic,265954.0,Used,5535.3,Civic,11,Budget,Very High
834,Tesla,2020,0.0,Electric,Automatic,258308.0,Used,7830.98,Model Y,6,Budget,Very High
835,Toyota,2019,5.6,Diesel,Automatic,99855.0,Used,58518.19,Corolla,7,Upper Mid,Medium
836,Toyota,2009,2.3,Hybrid,Manual,210192.0,Used,77469.18,RAV4,17,Premium,Very High
837,Mercedes,2017,5.2,Petrol,Manual,288927.0,Used,39872.12,E-Class,9,Mid,Very High
838,Tesla,2020,0.0,Electric,Automatic,121701.0,Like New,56797.72,Model Y,6,Upper Mid,High
839,Tesla,2020,0.0,Electric,Automatic,271615.0,Used,54054.8,Model Y,6,Upper Mid,Very High
841,Audi,2016,0.0,Electric,Automatic,6163.0,Used,35550.89,A4,10,Mid,Low
843,Mercedes,2012,1.2,Petrol,Manual,241262.0,Used,15517.04,C-Class,14,Budget,Very High
844,Ford,2005,2.4,Diesel,Automatic,248924.0,Used,82126.53,Fiesta,21,Premium,Very High
845,Tesla,2017,0.0,Electric,Automatic,179420.0,Used,83794.28,Model 3,9,Premium,High
846,Toyota,2012,5.9,Hybrid,Automatic,281298.0,Used,81184.9,Camry,14,Premium,Very High
847,Ford,2018,5.8,Petrol,Automatic,20229.0,Used,74047.77,Focus,8,Upper Mid,Low
848,BMW,2020,3.0,Petrol,Automatic,250470.0,Used,80364.72,X5,6,Premium,Very High
849,Honda,2018,4.6,Petrol,Manual,158069.0,Used,68743.32,Civic,8,Upper Mid,High
850,Mercedes,2009,2.7,Hybrid,Automatic,21101.0,Like New,68634.17,GLC,17,Upper Mid,Low
851,BMW,2002,0.0,Electric,Automatic,40391.0,Used,68399.37,3 Series,24,Upper Mid,Low
852,BMW,2013,5.0,Petrol,Automatic,206935.0,Used,53834.07,3 Series,13,Upper Mid,Very High
853,Audi,2018,5.7,Diesel,Manual,72723.0,Like New,39517.99,Q7,8,Mid,Medium
854,Honda,2004,3.0,Hybrid,Manual,226293.0,Used,74368.55,Civic,22,Upper Mid,Very High
855,BMW,2004,4.9,Diesel,Automatic,190477.0,Used,33371.37,5 Series,22,Mid,High
856,BMW,2019,2.3,Petrol,Automatic,166020.0,Used,56575.7,X5,7,Upper Mid,High
857,Honda,2016,6.0,Diesel,Manual,290604.0,Used,46168.78,Accord,10,Mid,Very High
859,BMW,2009,4.0,Hybrid,Manual,179354.0,Used,97595.54,3 Series,17,Premium,High
860,Honda,2004,4.3,Diesel,Manual,91725.0,Used,29581.41,Accord,22,Mid,Medium
861,BMW,2003,4.4,Diesel,Automatic,212139.0,Used,34382.84,3 Series,23,Mid,Very High
862,BMW,2005,1.6,Petrol,Manual,85779.0,Like New,20350.81,3 Series,21,Budget,Medium
863,Audi,2003,5.7,Petrol,Automatic,3060.0,Used,83183.16,A4,23,Premium,Low
864,Toyota,2006,0.0,Electric,Automatic,125806.0,Used,60725.99,RAV4,20,Upper Mid,High
865,BMW,2006,4.1,Petrol,Manual,275875.0,Used,63238.73,3 Series,20,Upper Mid,Very High
866,Ford,2017,2.1,Petrol,Manual,115871.0,Like New,82953.33,Explorer,9,Premium,High
868,Tesla,2017,0.0,Electric,Automatic,49116.0,Like New,23395.18,Model 3,9,Budget,Low
869,Toyota,2023,3.1,Petrol,Automatic,26325.0,Like New,23848.51,RAV4,3,Budget,Low
870,Toyota,2003,0.0,Electric,Automatic,14551.0,Used,74598.88,RAV4,23,Upper Mid,Low
871,Toyota,2005,1.9,Hybrid,Automatic,286422.0,Used,63340.94,Prius,21,Upper Mid,Very High
872,Audi,2008,3.1,Hybrid,Manual,15141.0,Used,24602.19,Q7,18,Budget,Low
873,BMW,2021,4.8,Petrol,Automatic,295759.0,Used,18781.21,X3,5,Budget,Very High
875,BMW,2011,0.0,Electric,Automatic,193823.0,Used,64640.87,X3,15,Upper Mid,High
876,Audi,2019,0.0,Electric,Automatic,112684.0,Used,5011.27,A4,7,Budget,High
877,Audi,2023,1.5,Hybrid,Automatic,289596.0,Used,6740.34,A3,3,Budget,Very High
878,Mercedes,2003,1.1,Diesel,Automatic,50391.0,Used,42007.55,C-Class,23,Mid,Medium
879,Ford,2020,4.3,Petrol,Manual,120288.0,Used,70678.24,Explorer,6,Upper Mid,High
880,Audi,2023,4.0,Diesel,Automatic,206132.0,Used,71028.74,A3,3,Upper Mid,Very High
881,Mercedes,2011,1.8,Diesel,Automatic,113535.0,Used,45861.24,GLC,15,Mid,High
882,Honda,2009,0.0,Electric,Automatic,142770.0,Like New,70651.99,CR-V,17,Upper Mid,High
883,Ford,2021,1.1,Petrol,Manual,239947.0,Used,54504.14,Mustang,5,Upper Mid,Very High
884,Audi,2006,5.2,Petrol,Manual,86711.0,Used,97808.48,Q5,20,Premium,Medium
885,Tesla,2020,0.0,Electric,Automatic,264509.0,Used,20433.72,Model Y,6,Budget,Very High
886,Toyota,2022,1.7,Diesel,Manual,228625.0,Used,62063.39,Prius,4,Upper Mid,Very High
888,Honda,2023,5.3,Hybrid,Manual,44134.0,Used,23474.3,CR-V,3,Budget,Low
889,Mercedes,2009,5.6,Petrol,Automatic,299967.0,Used,76249.09,GLA,17,Premium,Very High
890,Honda,2015,3.1,Hybrid,Automatic,71158.0,Used,31173.26,Accord,11,Mid,Medium
891,Ford,2015,0.0,Electric,Automatic,237159.0,Used,41262.43,Fiesta,11,Mid,Very High
893,Audi,2009,3.9,Hybrid,Automatic,49396.0,Used,28199.42,Q7,17,Mid,Low
894,Tesla,2012,0.0,Electric,Automatic,31912.0,Used,45917.01,Model S,14,Mid,Low
895,Toyota,2005,1.1,Diesel,Automatic,56947.0,Used,49967.86,Prius,21,Mid,Medium
896,Mercedes,2011,3.9,Petrol,Manual,44387.0,Used,75701.06,E-Class,15,Premium,Low
897,Toyota,2008,1.1,Hybrid,Manual,278652.0,Used,77681.51,Camry,18,Premium,Very High
898,Honda,2012,4.9,Hybrid,Manual,109249.0,Used,20062.82,Civic,14,Budget,High
899,Tesla,2017,0.0,Electric,Automatic,1919.0,Like New,61313.37,Model 3,9,Upper Mid,Low
900,Toyota,2023,1.2,Hybrid,Automatic,140689.0,Like New,90138.79,Corolla,3,Premium,High
901,Ford,2010,3.9,Hybrid,Automatic,33298.0,Used,15334.73,Mustang,16,Budget,Low
902,Audi,2019,3.0,Hybrid,Automatic,237225.0,Used,49926.83,A3,7,Mid,Very High
903,Honda,2017,5.9,Diesel,Manual,233725.0,Used,76283.55,Fit,9,Premium,Very High
904,Tesla,2015,0.0,Electric,Automatic,276600.0,Used,63091.68,Model X,11,Upper Mid,Very High
905,Toyota,2020,2.4,Hybrid,Manual,109599.0,Used,14555.64,Camry,6,Budget,High
906,Mercedes,2003,4.5,Petrol,Automatic,83721.0,Used,42677.58,GLC,23,Mid,Medium
907,Ford,2017,2.4,Petrol,Automatic,286384.0,Used,53187.75,Explorer,9,Upper Mid,Very High
909,Toyota,2006,0.0,Electric,Automatic,283830.0,Used,21967.75,Camry,20,Budget,Very High
910,Audi,2005,3.7,Petrol,Automatic,11920.0,Used,98330.26,Q7,21,Premium,Low
911,Toyota,2014,1.3,Diesel,Manual,7432.0,Used,40734.23,Camry,12,Mid,Low
912,Honda,2017,3.1,Hybrid,Automatic,110507.0,Used,24030.45,Civic,9,Budget,High
913,Toyota,2023,5.2,Hybrid,Automatic,224647.0,Used,44340.36,Corolla,3,Mid,Very High
914,Ford,2010,5.0,Diesel,Automatic,164982.0,Used,63329.54,Focus,16,Upper Mid,High
915,Tesla,2019,0.0,Electric,Automatic,121764.0,Used,25282.25,Model X,7,Mid,High
918,Tesla,2015,0.0,Electric,Automatic,112557.0,Like New,99905.9,Model S,11,Premium,High
919,Mercedes,2006,1.5,Petrol,Automatic,18013.0,Used,35226.41,C-Class,20,Mid,Low
920,BMW,2020,3.3,Hybrid,Manual,21446.0,Like New,19141.4,3 Series,6,Budget,Low
921,Toyota,2009,2.7,Diesel,Manual,201447.0,Used,80351.23,Corolla,17,Premium,Very High
922,Audi,2011,0.0,Electric,Automatic,102261.0,Used,62043.29,Q5,15,Upper Mid,High
923,Tesla,2023,0.0,Electric,Automatic,262701.0,Used,14538.11,Model X,3,Budget,Very High
925,Mercedes,2004,4.8,Petrol,Automatic,178772.0,Used,12414.71,GLC,22,Budget,High
926,Ford,2020,1.3,Hybrid,Manual,130878.0,Like New,64408.86,Explorer,6,Upper Mid,High
